polygon_id,desc_terrain,favor_influences,detr_influences,pct_improved,desirability,occupation,fam_income,pct_foreign,predom_eth,black,pct_black,infiltration,relief_fam,pop_inc,pop_dec,pop_static,predom_build_pct,other1_pct,other2_pct,predom_build_type,other1_type,other2_type,predom_build_constr,other1_constr,other2_constr,predom_build_age,other1_age,other2_age,predom_build_repair,other1_repair,other2_repair,predom_build_pctocc,other1_pctocc,other2_pctocc,predom_build_pctown,other1_pctown,other2_pctown,predom_build_constrpastyr,other1_constrpastyr,other2_constrpastyr,predom_build_1929price,other1_1929price,other2_1929price,price2,predom_build_price2,predom_build_price2pct,other1_price2,other1_price2pct,other2_price2,other2_price2pct,price3,predom_build_price3,predom_build_price3pct,other1_price3,other1_price3pct,other2_price3,other2_price3pct,predom_build_salesdemandlim,other1_demandlim,other2_demandlim,predom_build_salesact,other1_salesact,other2_salesact,predom_build_1929rent,other1_1929rent,other2_1929rent,rent2,predom_build_rent2,predom_build_rent2pct,other1_rent2,other1_rent2pct,other2_rent2,other2_rent2pct,rent3,predom_build_rent3,predom_build_rent3pct,other1_rent3,other1_rent3pct,other2_rent3,other2_rent3pct,predom_build_rentdemandlim,other1_rentdemandlim,other2_rentdemandlim,predom_build_rentact,other1_rentact,other2_rentact,homebuy,homebuild,notes,name,sec_grade,area_num
6932,"Low, flat terrain.",Convenient to places of employment.,Lack of all city facilities; cheapness of construction; noise from airport; dirt from factories and railroads. ,40,Stable,Factory workers,900 & up,0,-,No,,None,A few,,,Yes,100,,,Small singles,,,Frame,,,Up to 20,,,Fair,,,90,,,60,,,None,,,"2,500-5,000",,,1936,"1,500-3,000",60,,,,,1938,"1,500-3,000",60,,,,,"1,500-3,000",,,Poor,,,22 1/2- 35,,,1936,17-26,75,,,,,1938,16-25,70,,,,,16-20,,,Fair,,,Limited,Limtied,"This is an area of small, cheaply constructed detached houses which is adjacent to an industrial section and traversed by two railroad lines. In the event of growth of the nearby Precision Tool Company, there are possibilities of an improvement in this neighborhood.","Edgeworth- Elmira & Southport, N.Y.",D,8
6933,Land is low and swampy,None,Subject to annual flooding. Normal drainage is poor.,20,Downward,Laborers,800 & up,10,Italian,No,,Same,Quite a few,,,Yes,100,,,Mixed singles,,,Frame,,,Up to 60,,,Poor,,,90,,,50,,,None,,,"1,000-5,000",,,1936,"500-2,500",50,,,,,1938,"500-2,500",50,,,,,None,,,None,,,15-25,,,1936,12 1/2-18,75,,,,,1938,12 1/2- 18,75,,,,,12 1/2-18,,,Poor,,,None,None,"This is a small area surrounding Miller Pond. Homes are of the cheap bungalow and squatter shack type with an occasional two-story dwelling. There has been a tendency for institutional holders to demolish old, uninhabitable properties.","Miller Pond Section- Elmira, N.Y.",D,7
6934,Flat land.,"Convenient to city, industry and recreational grounds. ",Dampness from the river.,90,Slowly downward,Professional & business,"2,500 & up",0,-,No,,None,None,,slightly,,95,5,,Singles 7-12 rms.,Converted doubles,,Frame,Frame,,Up to 40,Up to 40,,Good,Good,,98,98,,70,80,,None,None,,"5,500-14,000","7,000-17,500",,1936,"4,000-10,000",75,"5,000-12,000",70,,,1938,"4,000-10,000",75,"5,000-12,000",70,,,"4,000-8,000",None,,Slight,None,,40-80,40-55,,1936,32 1/2- 65,80,32 1/2-42 1/2,80,,,1938,30-60,75,30-40,75,,,30-45,30- 37 1/2,,Good,Good,,Ample,Ample,The best residential district of the south side containing a wide variety and mixture of large and small homes. A number of the former have been converted into two family units. Streets are shaded and properties well maintained.,"Maple Ave. Section- Elmira, N.Y.",B,5
6935,Land is flat.,Convenient to places of employment and center of city.,Encroachment of business and industry.,90,Slowly downward,Skilled mechanics,"1,200 & up",10,Italian,No,,Same,Quite a few,,,Yes,80,20,,Small singles,Doubles,,Frame,Frame,,Up to 60,Up to 40,,Fair,Fair,,95,90,,75,75,,None,none,,"2,800-7,500","4,300-8,500",,1936,"2,000-5,500",75,"3,000-6,500",70,,,1938,"2,000-5,500",75,"3,000-6,500",70,,,"2,000-5,000",None,,Slight,None,,25-50,20-40,,1936,20- 37 1/2,80,17 1/2- 32 1/2,80,,,1938,18-35,75,15-30,75,,,18-30,15-25,,Good,Good,,Limited,None,This is a small and old section which has already felt the encroachment of business. A number of the larger singles have been converted into small apartments and boarding houses.,"Central East Side- Elmira, N.Y.",C,8
6936,Land is generally flat.,Proximity to places of employment good transportation and central location.,"Noise, dirt and general character of neighborhood as well as class of inhabitants. ",80,Downward,Daily workers,800 & up,50,Hebrew & Italian,Yes,15,Same,Many,,,Yes,80,20,,Singles,Doubles,,Frame,Frame,,30-75,30-40,,Poor,Poor,,90,90,,70,65,,None,None,,"1,700-7,500","2,500-7,000",,1936,"1,000-4,500",60,"1,500-7,000",60,,,1938,"1,000-4,500",60,"1,500-7,000",60,,,"1,000-3,000",None,,Almost none,None,,16 1/2- 40,20-40,,1936,12 1/2-30,75,15-30,75,,,1938,12 1/2-30,75,15-30,75,,,15-20,15-20,,Fair,Fair,,None,None,"This is an old portion of the city displaying absolutely no pride of ownership and giving the appearance of a slum area. Dwellings are built close together and many are in a dilapidated condition. Generally, more than one family occupied a single unit.","Central Negro & Foreign Section, Elmira, N.Y.",D,2
6937,Low and swampy land.,None,Subject to annual flooding. Normal drainage is poor.,20,Downward,Laborers,800 & up,10,Italian,No,,Same,Quite a few,,,Yes,100,,,Mixed singles,,,Frame,,,Up to 60 ,,,Poor,,,90,,,50,,,None,,,"1,000-5,000",,,1936,"500-2,500",50,,,,,1938,"500-2,500",50,,,,,None,,,None,,,15-25,,,1936,12 1/2-18,75,,,,,1938,12 1/2-18,75,,,,,12 1/2-18,,,Poor,,,None,None,"This is a sparsely settled area situated on both sides of Newton Creek. Homes are of the cheap bungalow and squatter shack type with an occasional two-story dwelling. There has been a tendency for institutional holders to demolish old, uninhabitable properties.","East Side- Elmira, N.Y.",D,3
6938,Flat and rather low terrain.,Conveniently located to places of employment.,Age of dwellings and smoke form the railroads.,70,Slowly downward,Skilled mechanics,"1,200 & up",10,Italian,No,,Same,Quite a few,,,Yes,80,20,,Small singles,Doubles,,Frame,Frame,,Up to 60,Up to 40,,Fair,Fair,,95,90,,75,75,,None,None,,"2,800-7,500","4,300-8,500",,1936,"2,000-5,500",75,"3,000-6,500",70,,,1938,"2,000-5,500",75,"3,000-6,500",70,,,"2,000-5,000",None,,Slight,None,,25-50,20-40,,1936,20- 37 1/2,80,17 1/2- 32 1/2,80,,,1938,18-35,75,15-30,75,,,18-30,15-25,,Good,Good,,Limited,None,An area of moderately priced singles popular with mechanics and railroad workers. Along Lake Street are found the higher priced singles and the majority of doubles.,"Central East Side- Elmira, N.Y.",C,5
6939,Land is generally flat.,"Proximity to places of employment, good transportation and central location.","Noise, dirt and general character of neighborhood as well as class of inhabitants.",80,Downward,Daily workers,800 & up,50,Mixed,No,,Same,Many,,,Yes,80,20,,Singles,Doubles,,Frame,Frame,,30-75,30-40,,Poor,Poor,,90,90,,70,65,,None,None,,"1,700-7,500","2,500-7,000",,1936,"1,000-4,500",60,"1,500-7,000",60,,,1938,"1,000-4,500",60,"1,500-4,000",60,,,"1,000-3,000",None,,Almost none,None,,16 1/2- 40,20-40,,1936,12 1/2-30,75,15-30,75,,,1938,12 1/2-30,75,15-30,75,,,15-20,15-20,,Fair,Fair,,None,None,"This section is made up of poorly maintained properties located in and around an industrial and railroad center. There is little apparent care in the upkeep of dwellings. This is, in effect, a slum area.","Old Central Section- Elmira, N.Y.",D,1
6940,"Flat land, low in spots.",Proximity to places of employment and center of city.,Age and obsolescence of dwellings.,50,slowly downward,RR & industrial workers,"1,200 & up",50,Russian & Italian,No,,Same,Many,,,Yes,85,15,,Small singles,Doubles,,Frame,Frame,,40-70,40-70,,Fair to poor,Fair to poor,,90,90,,70,75,,None,None,,"2,000-5,000","3,500-6,000",,1936,"1,200-3,000",60,"2,000-3,500",60,,,1938,"1,200-3,000",60,"2,000-3,500",60,,,"1,200-2,500",None,,very slight,None,,20-35,17 1/2 - 25,,1936,17 1/2- 27 1/2,80,14-22,80,,,1938,15-25,75,12 1/2- 20,75,,,15-25,12 1/2-20,,Good,Good,,Limited,Limited,This is an old section containing a mixture of cheap to medium priced singles and doubles.,"Main Street Section- Elmira, N.Y.",C,4
6941,Flat but slightly high ground.,Located conveniently.,Age and obsolescence of structures.,85,Stable,Skilled mechanics,"1,200 & up",20,Italians,No,,Same,Quite a few,,,Yes,70,30,,Small singles,Doubles,,Frame,Frame,,Up to 75,Up to 50,,Fair,Fair,,98,95,,75,70,,None,None,,"2,800-7,500","4,300-8,500",,1936,"2,000-5,500",75,"3,000-6,500",70,,,1938,"2,000-5,500",75,"3,000-6,500",70,,,"2,000-5,000",None,,Slight,None,,25-50,20-35,,1936,20- 37 1/2,80,17 1/2- 27 1/2,80,,,1938,18-35,75,15-25,75,,,18-30,15-25,,Good,Good,,Limited,None,An older section containing a mixture of small and moderate sized singles and a scattering of doubles. This area is popular with the skilled mechanic class. ,"Central West- Elmira, N.Y.",C,7
6942,Fairly high and flat.,Conveniently located with high elevation.,None,85,Stable,skilled mechanics,"1,800 & up",0,-,No,,None,Very few,,,Yes,90,10,,Medium size singles,Doubles (converted),,Frame,Frame,,Up to 30,Up to 35,,Good,Good,,95,95,,80,80,,None,None,,"3,200- 7,500","4,200-8,500",,1936,"2,500-5,500",75,"3,000-6,000",70,,,1938,"2,500-5,500",75,"3,000-6,000",70,,,"3,000-5,000",None,,Fair,None,,27 1/2- 50,30-45,,1936,22 1/2- 37 1/2,80,25-35,80,,,1938,20-35,75,22 1/2-32 1/2,75,,,20-30,20-30,,Good,Good,,Ample,Limited,"A slightly older section now inhabited by skilled mechanics employed in the nearby factories and railroads. There still continues the practice of converting large, old singles into two units. Streets are wide and shaded. There are a very few homes which will exceed the above range in prices and rents.","Northern Section- Elmira, N.Y.",B,2
6943,High land rising steeply to the northwest.,"Zoning restrictions, well landscaped streets and properties as well as convenient and pleasant locaiton.",None.,65,Stable,Executives,"20,000 & up",0,-,No,,None,None,,,Yes,100,,,Singles- 18-30 rooms,,,Brick,,,12-15,,,Excellent,,,100,,,100,,,None,,,"30,000-250,000",,,1936,"20,000-100,000",60,,,,,1938,"20,000-100,000",60,,,,,None,,,None,,,,,,,,,,,,,,,,,,,,,,,None for Rent,,,Ample,Ample,"This small area embraces approximately 60 large, modern and most attractive homes. They are owned by the city's wealthiest citizens and, since almost none have changed hands, price fluctuations are estimates only. Grounds are large and beautifully maintained.","Snobs Hill- Elmira, N.Y.",Ample,1
6944,Flat land.,Proximity of business section and shaded streets.,Age of structures and gradual transition to boarding houses and small apartments.,95,Slowly downward,Small business professional & white collar,"2,000 & up",0,-,No,,None,A few,,,Yes,60,30,10,Mixed singles,Doubles,Four family,Frame,Frame,Frame,25-75,25-75,Up to 25,Good,Good,Good,95,95,95,60,70,50,None,None,None,"3,5000-25,000","5500-13,000","14,000-25,000",1936,"3,500-15,000",75,"4,000-8,500",70,"10,000-18,000",70,1938,"2,500-15,000",75,"4,000-8,500",70,"12,000-18,000",70,"2,500-7,500",None,None,Very slightly,None,None,25-125,35-55,40-65,1936,22-90,80,27 1/2- 42 1/2,80,32 1/2- 52 1/2,80,1938,20-80,75,25-40,75,30-40,75,20-50,25-35,30-40,Good,Good,Good,Limited,Limited,"An older section in which large, old singles predominate. A number of these have been converted into small aprtments and boarding houses. Unit in the four family command a higher rent since heat is furnished. ","Central West Section- Elmira, N.Y.",B-,4
6945,"Flat land, low in spots.",Proximity to places of employment.,"Smoke, dirt and noise plus necessity of having to cross railroad tracks.",50,Slowly downward,RR & Industrial workers,"1,200 & up",50,Russian & Italian,No,,Same,Many,,,Yes,85,15,,Small singles,Doubles,,Frame,Frame,,20-70,20-40,,Fair to poor,Fair to poor,,90,90,,70,75,,None,None,,"2,000-5,000","3,500-6,000",,1936,"1,200-3,000",60,"2,000-3,500",60,,,1938,"1,200-3,000",60,"2,000-3,500",60,,,"1,200-2,500",None,,Very slight,None,,20-35,17 1/2- 25,,1936,17 1/2- 27 1/2,80,14-22,80,,,1938,15-25,75,12 1/2-20,75,,,15-25,12 1/2-20,,Good,Good,,Limited,Limited,An area paralleling industry and the railroad yards. An unrestricted section containing a mixture of cheap to medium priced singles and doubles. Children going to school must cross the railroad tracks.,"Railroad Yard Section- Elmira Hghts. & Elmira, N.Y.",C,3
6946,Flat land.,Convenient for residents of Elmira Heights and those employed in adjacent reformatory.,Lack of sewers beyond city line.,75,Stable,Small business men,"2,500 & up",0,-,No,,None,None,slowly,,,90,10,,Moderate singles,Doubles,,Frame,Frame,,Up to 20,Up to 30,,Good,Good,,98,98,,75,80,,None,None,,"4,500-9,000","5,000-11,000",,1936,"3,500-6,500",75,"3,500-11,000",70,,,1938,"3,500-6,500",75,"3,500-7,500",70,,,"3,500-6,500",None,,Slight,None,,27 1/2 - 55,27 1/2 - 50,,1936,22 1/2 - 42 1/2,80,22 1/2 - 37 1/2,80,,,1938,20-40,75,20-35,75,,,20-35,25-30,,Good,Fair,,Ample,Ample,The best residential section in Elmira Heights and one popular with the business men of that community as well as executives of the adjoining State Reformatory.,"Oakwood Ave.- Elmira and Elmira Heights, N.Y.",B,1
6947,"Flat land, low in spots.",Proximity to places of employment.,"Smoke, dirt and noise plus necessity of having to cross railroad tracks. ",50,Slowly downward,RR & industrial workers,"1,200 & up",50,Russian & Italian,No,,Same,Many,,,Yes,85,15,,Small singles,Doubles,,Frame,Frame,,20-70,20-40,,Fair to poor,Fair to poor,,90,90,,70,75,,None,None,,"2,000-5,000","3,500-6,000",,19336,"1,200-3,000",60,"2,000-3,500",60,,,1938,"1,200-3,000",60,"2,000-3,500",60,,,"1,200-2,500",None,,Very slightly,None,,20-35,17 1/2- 25,,1936,17 1/2- 27 1/2,80,14-22,80,,,1938,15-25,75,12 1/2-20,75,,,15-25,12 1/2-20,,Good,Good,,Limited,Limited,This is an area which is almost entirely surrounded by industry and business. Section is unrestricted and contains a mixture of cheap to medium priced singles and doubles. Children going to school must cross the railroad tracks.,"North Elmira Heights- Elmira, N.Y.",C,2
6948,Rolling land rising to west,Adjacent to places of employment.,Lack of sewers,50,Stable,Factory workers,"1,000 & up",0,-,No,,None,A few,,,Yes,100,,,Small singles,,,Frame,,,15-30,,,Fair,,,95,,,75,,,None,,,"3,000-6,000",,,1936,"1,800-3,500",60,,,,,1938,"1,800-3,500",60,,,,,"2,000-3,000",,,Slight,,,20-40,,,1936,17 1/2- 32 1/2,80,,,,,1938,15-30,75,,,,,15-25,,,Good,,,Limited,Limited,An area of moderate sized workingmen's homes displaying fair pride of ownership. Home are detached and vary from bungalows to two-story.,Robin Wood District- Elmira Heights N.Y.,C,1
6949,Flat ground sufficiently high to escape danger of floods.,Good transportation and room for expansion as well as marked pride of ownership.,Lack of sewers and churches.,80,Stable,Business & professional,"3,000 & up",0,-,No,,None,None,slowly,,,100,,,Mixed Singles,,,Frame,,,Up to 20,,,Good,,,98,,,75,,,5 6-7 rooms,,,"7,000-18,000",,,1936,"5,000-12,000",75,,,,,1938,"5,000-12,000",75,,,,,"5,000-10,000",,,Slight,,,37 1/2- 100,,,1936,30-80,80,,,,,1938,27 1/2- 75,75,,,,,30-60,,,Good,,,Ample,Ample,This is the second best residential section in the city and rates a high blue. Entire area contains a mixture of detached singles varying from small bungalows to fairly large two-story dwellings which accounts for the wide range in both prices and rents. One or two houses will even exceed the range given. Rear of property and a drop in topography separates this area from the adjoining one to the south.,"West Elmira- Elmira, N.Y.",B+,3
6950,High and rolling ground.,Pleasant location and room for development.,Lack of sewers and comparative narrowness of streets.,35,Stable,Mechanics,900 & up,0,-,No,,None,Quite a few,slowly,,,100,,,Small singles,,,Frame,,,12-17,,,Good,,,95,,,75,,,None,,,"2,800-6,500",,,1936,"2,000-4,500",70,,,,,1938,"1,700-4,000",60,,,,,"1,700-3,000",,,Very slight,,,20-35,,,1936,16-27 1/2,80,,,,,1938,15-25,75,,,,,15-25,,,Good,,,Limited,None,A somewhat newer section in which houses are small and rather cheaply built. Institutions do not care for this particular neighborhood and there has been a certain amount of dumping of their properties.,"Grasshopper Hill- Elmira, N.Y.",C,6
6951,Low and swampy land.,None,"Subject to river floods, cheapness of construction and lack of pride of ownership.",50,Stable,Office workers,"1,000 & up",0,-,No,,None,Very few,,,Yes,100,,,Small singles,,,Frame,,,Up to 25,,,Fair,,,85,,,50,,,None,,,"1,000-3,000",,,1936,"600-1,500",60,,,,,1938,"600-1,500",60,,,,,None,,,None,,,15- 27 1/2,,,1936,12 1/2-20,75,,,,,1938,12 1/2-20,75,,,,,12 1/2-20,,,Fair,,,Limited,None,"Originally, this was an area of small summer bungalows; a number of which have been converted for year round occupancy.","West River- Elmira, N.Y.",D,4
6952,Low and swampy land.,None,Subject to annual flooding. Normal drainage is poor.,20,Downward,Laborers,800 & up,10,Italian,No,,Same,Quite a few,,,Yes,100,,,Mixed singles,,,Frame,,,Up to 60,,,Poor,,,90,,,50,,,None,,,"1,000-5,000",,,1936,"500-2,500",50,,,,,1938,"500-2,500",50,,,,,None,,,None,,15-25,,,1936,12 1/2-18,75,,,,,,1938,12 1/2-18,75,,,,,12 1/2-18,,,Poor,,,None,None,"A sparsely settled section along the banks of the Chenung River. Homes are of cheap bungalow and squatter type with an occasional two-story dwelling. There has been a tendency for institutional holders to demolish old, uninhabitable properties.",Lower East Side- Elmira & Waverly N.Y.,D,6
70,Rolling.,Good roads. Convenient to schools and churches.,"Largely undeveloped. Light infiltration of negroes. Limited utilities. Outlying. Surrounded on all sides by ""red"" areas. Inadequate transportation.",5,Static,Mill workers,900-1800,20,,Yes,2%,Same,Few,--,--,Yes,85,,,Singles (2-6 rooms),,,Frame,,,15,,,Fair,,,95,,,85,,,0,,,2500-5000,,,1936,1500-3000,60,,,,,1938,1500-3000,60,,,,,2000,,,Poor,,,15-30,,,1936,10--20,66,,,,,1938,10--20,66,,,,,17.5,,,Light,,,Very limited,Very limited,"Area consists of a scattering of small homes and cheap farm lands. Little demand because of inaccessibility to the steel mills. No utilities excepting electricity. Property, if acquired, should be sold rather than held. Area covers entire village of Coitsville.",Village of Coitsville,C,17
71,Rising to the east.,Good streets and transportation. Convenient to schools and churches. Within walking distance to industry.,Heavy vehicular traffic along Coitsville Road. Instability of income of area's occupants.,40,Static,Mill workers and laborers,1000-3000,75,Mixed,--,,Same,Rather heavy,Slightly,--,--,95,,,Singles,,,Frame 60% Brick 40%,,,15,,,Fairly good,,,95,,,70,,,2,,,2500-7500,,,1936,1500-4500,60,,,,,1938,1500-4500,60,,,,,2500,,,Fair,,,15-55,,,1936,10-40,71,,,,,1938,10-40,71,,,,,20,,,Good,,,Very limited,Very limited,"Area consists of 75% mixed foreign occupants. Desirable to this type of purchaser because of proximity to industry. Section north of Blossom Street is largely undeveloped. Area shows a scattering of fine brick residences. Desirability fluctuates greatly with the steel industry employment situation. Property, if acquired, should be sold but not sacrificed.","Part of Campbell, Ohio",C,16
